"","X","N_TraitValue","ResDensity","ID","N_quad","N_cubic","N_Holling2","N_HollingGen","AIC_quad","AIC_cubic","AIC_Holling2","AIC_HollingGen","BIC_quad","BIC_cubic","BIC_Holling2","BIC_HollingGen","R2_quad","R2_cubic","R2_Holling2","R2_HollingGen"
"1072",1072,0.4671875,0.9203,39932,0.598724372174175,0.58139925798264,0.471001339688678,0.601592339859923,-67.1771038520867,-68.9603455037633,-39.0492299323457,-67.5307418989598,-61.1910736062208,-61.4778076964309,-34.5597072479463,-61.5447116530939,0.598667826091789,0.642138599553198,-4.56371038737302e-08,0.602945661620777
"1073",1073,0.60219254,0.9703,39932,0.59626718485774,0.59595332698646,0.471001339659187,0.607303558279171,-67.1771038520867,-68.9603455037633,-39.0492299323457,-67.5307418989598,-61.1910736062208,-61.4778076964309,-34.5597072479463,-61.5447116530939,0.598667826091789,0.642138599553198,-4.56371038737302e-08,0.602945661620777
"1074",1074,0.729032258,1.0968,39932,0.582127150262373,0.658246155017868,0.47100133959658,0.620674656905643,-67.1771038520867,-68.9603455037633,-39.0492299323457,-67.5307418989598,-61.1910736062208,-61.4778076964309,-34.5597072479463,-61.5447116530939,0.598667826091789,0.642138599553198,-4.56371038737302e-08,0.602945661620777
"1075",1075,0.000756308,0.366,39933,0.000795230917817791,0.000730753042733936,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1076",1076,0.000575986,0.4577,39933,0.000817493339504963,0.0007876735353062,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1077",1077,0.000729659,0.4889,39933,0.000824933008286699,0.00080591826354521,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1078",1078,0.000782975,0.4889,39933,0.000824933008286699,0.00080591826354521,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1079",1079,0.000891165,0.4976,39933,0.000826995319403497,0.000810906113393115,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1080",1080,0.00105586,0.5562,39933,0.000840747547769327,0.000843387120791781,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1081",1081,0.001241039,1.4656,39933,0.0010231966249925,0.00113503468845617,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1082",1082,0.00113914,1.6206,39933,0.00104848961210254,0.00115280589396666,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1083",1083,0.001059176,1.771,39933,0.00107141609171517,0.00116352895453822,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1084",1084,0.001286631,2.1615,39933,0.00112351192804775,0.0011676302565314,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1085",1085,0.001043584,2.3215,39933,0.0011417585902965,0.00116203420752622,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1086",1086,0.001048333,2.6582,39933,0.00117427300600726,0.00114274673614654,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1087",1087,0.001167599,3.2856,39933,0.00121358038084986,0.00110853161831261,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1088",1088,0.001060986,3.377,39933,0.00121699545894201,0.0011066810454376,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1089",1089,0.001264892,3.5447,39933,0.00122173282426734,0.00110699506293214,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1090",1090,0.00109095,4.3822,39933,0.00121577524493295,0.00121966018835897,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1091",1091,0.001387384,4.6999,39933,0.00120060410121013,0.00133146200346327,NA,NA,-246.816514496867,-251.073186900368,NA,NA,-243.483661120642,-246.907120180087,NA,NA,0.606460883882585,0.727635589151208,NA,NA
"1092",1092,58.14722222,0.7096,39934,222.653547487763,78.6474450361356,75.2828524793368,33.177667735714,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1093",1093,156.1972222,1.4935,39934,246.552114294545,129.950491223147,148.627926519628,88.541339205925,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1094",1094,179.2361111,2.6218,39934,280.385749986644,200.716566360505,239.543150716524,176.979434286235,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1095",1095,271.4944444,4.0385,39934,321.923995042275,284.548533213483,334.574678029625,285.614439959493,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1096",1096,369.5555556,4.7521,39934,342.449258755011,324.706716752722,376.031833413797,336.422791870544,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1097",1097,488.6388889,8.9158,39934,456.895725374458,532.655685611361,559.142280230066,569.062696828612,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1098",1098,509.75,9.9735,39934,484.523295334383,578.635497718162,594.162151612798,612.82363323114,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1099",1099,769.2777778,12.8145,39934,555.833065770054,689.294327681621,672.925995127288,707.801547604369,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1100",1100,1055.527778,20.8654,39934,734.966530356046,911.583756948509,820.203993199646,866.443714990398,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1101",1101,884.3055556,23.8034,39934,791.889149568986,963.514262280977,857.054993965143,901.333789260011,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1102",1102,926.0555556,41.0477,39934,1034.92076605639,1051.03943035343,989.725304863322,1008.7343446207,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1103",1103,887.4166667,46.1103,39934,1076.71924444129,1034.48529386133,1013.50240756714,1024.83311258784,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1104",1104,1264.222222,49.8779,39934,1099.12026001749,1018.31585521036,1028.63726569422,1034.56669477081,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1105",1105,927.3055556,62.2284,39934,1120.462205499,984.060310033215,1067.35329682339,1057.62293722223,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1106",1106,1048.416667,63.2259,39934,1118.70182522921,984.8060804374,1069.91908627753,1059.05628883486,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1107",1107,1148.194444,70.132,39934,1092.23106682058,1015.3245726825,1085.9558735111,1067.74516330258,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1108",1108,853.9444444,70.6651,39934,1089.14996570387,1019.85418801301,1087.08124082209,1068.33733515724,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1109",1109,1247.777778,83.0193,39934,976.086114662528,1243.32487570215,1109.59191505812,1079.69310134006,241.627313155216,228.2174460709,229.37290778056,230.02087429835,245.188800186801,232.669304860381,232.044023054249,233.582361329935,0.824949818345173,0.92563622276024,0.900973895454891,0.908139554705844
"1110",1110,1.15e-05,1,39935,1.18541816118126e-05,5.82769795587262e-06,1.26849231102263e-05,6.06611442795798e-06,-137.832954065369,-142.41301639092,-141.135874400995,-144.022661964731,-138.049313469148,-142.683465645643,-141.298143953829,-144.239021368509,0.970773583071373,0.988583449669307,0.975737267937468,0.987928720887683
"1111",1111,1.51e-05,2,39935,2.08826269264437e-05,1.87125090913634e-05,2.37590636920972e-05,1.63575024335601e-05,-137.832954065369,-142.41301639092,-141.135874400995,-144.022661964731,-138.049313469148,-142.683465645643,-141.298143953829,-144.239021368509,0.970773583071373,0.988583449669307,0.975737267937468,0.987928720887683
"1112",1112,3.84e-05,4,39935,3.78243578295838e-05,4.10619099644974e-05,4.21639761932204e-05,3.89458555656567e-05,-137.832954065369,-142.41301639092,-141.135874400995,-144.022661964731,-138.049313469148,-142.683465645643,-141.298143953829,-144.239021368509,0.970773583071373,0.988583449669307,0.975737267937468,0.987928720887683
"1113",1113,5.41e-05,6,39935,5.32792090978943e-05,5.92481989303695e-05,5.68413139862642e-05,5.85179552834525e-05,-137.832954065369,-142.41301639092,-141.135874400995,-144.022661964731,-138.049313469148,-142.683465645643,-141.298143953829,-144.239021368509,0.970773583071373,0.988583449669307,0.975737267937468,0.987928720887683
"1114",1114,9.27e-05,10,39935,7.97282727300263e-05,8.50379209316961e-05,7.8780075677703e-05,8.5358744435939e-05,-137.832954065369,-142.41301639092,-141.135874400995,-144.022661964731,-138.049313469148,-142.683465645643,-141.298143953829,-144.239021368509,0.970773583071373,0.988583449669307,0.975737267937468,0.987928720887683
"1115",1115,0.000107639,20,39935,0.000119830538200837,0.000110021163906868,0.000110875680440971,0.000113870322335787,-137.832954065369,-142.41301639092,-141.135874400995,-144.022661964731,-138.049313469148,-142.683465645643,-141.298143953829,-144.239021368509,0.970773583071373,0.988583449669307,0.975737267937468,0.987928720887683
"1116",1116,0.000126721,30,39935,0.000122760812800907,0.000126250598768889,0.000128299013196289,0.000123893425424478,-137.832954065369,-142.41301639092,-141.135874400995,-144.022661964731,-138.049313469148,-142.683465645643,-141.298143953829,-144.239021368509,0.970773583071373,0.988583449669307,0.975737267937468,0.987928720887683
"1117",1117,5.65e-05,6,39936,6.64085193553904e-05,1.45843548179678e-05,7.1271846218497e-05,2.98823582605373e-06,-92.6025591500313,-96.2159544564801,-94.6518427109911,-95.5494089943487,-93.4355212731191,-97.2571571103398,-95.276564303307,-96.3823711174364,0.742416332692293,0.898933501164168,0.744523440425974,0.842377497720638
"1118",1118,7.78e-05,14,39936,0.000115764253968909,0.000128638531428933,0.000133036795316482,7.83822887131076e-05,-92.6025591500313,-96.2159544564801,-94.6518427109911,-95.5494089943487,-93.4355212731191,-97.2571571103398,-95.276564303307,-96.3823711174364,0.742416332692293,0.898933501164168,0.744523440425974,0.842377497720638
"1119",1119,0.000177935,20,39936,0.000149324169648792,0.000193237371991602,0.000165260517578256,0.00018275811383762,-92.6025591500313,-96.2159544564801,-94.6518427109911,-95.5494089943487,-93.4355212731191,-97.2571571103398,-95.276564303307,-96.3823711174364,0.742416332692293,0.898933501164168,0.744523440425974,0.842377497720638
"1120",1120,0.000357212,50,39936,0.000272678080159198,0.000312507131460815,0.000250054975163962,0.000291995477360337,-92.6025591500313,-96.2159544564801,-94.6518427109911,-95.5494089943487,-93.4355212731191,-97.2571571103398,-95.276564303307,-96.3823711174364,0.742416332692293,0.898933501164168,0.744523440425974,0.842377497720638
"1121",1121,0.000231339,80,39936,0.00032195587752126,0.000256054068877078,0.000286850400459144,0.000295285323341996,-92.6025591500313,-96.2159544564801,-94.6518427109911,-95.5494089943487,-93.4355212731191,-97.2571571103398,-95.276564303307,-96.3823711174364,0.742416332692293,0.898933501164168,0.744523440425974,0.842377497720638
"1122",1122,0.000297775,120,39936,0.000272430097995473,0.000293539541018948,0.000312388005910975,0.000295723464682908,-92.6025591500313,-96.2159544564801,-94.6518427109911,-95.5494089943487,-93.4355212731191,-97.2571571103398,-95.276564303307,-96.3823711174364,0.742416332692293,0.898933501164168,0.744523440425974,0.842377497720638
"1123",1123,9.84e-07,1,39937,1.11991397888935e-06,1.00573973421937e-06,1.03680011548899e-06,9.56242229618902e-07,-138.159117097292,-151.538208104029,-145.121527192721,-148.317866009106,-139.721365447556,-153.491018541859,-146.293213455419,-149.880114359369,0.98840281871717,0.999464768612519,0.995701440112851,0.99847954095377
"1124",1124,1.66e-06,2,39937,1.56993548460469e-06,1.6192379985431e-06,1.69113852921921e-06,1.67908672835476e-06,-138.159117097292,-151.538208104029,-145.121527192721,-148.317866009106,-139.721365447556,-153.491018541859,-146.293213455419,-149.880114359369,0.98840281871717,0.999464768612519,0.995701440112851,0.99847954095377
"1125",1125,2.49e-06,4,39937,2.35030107631956e-06,2.51377783426064e-06,2.47082335492194e-06,2.52610368061359e-06,-138.159117097292,-151.538208104029,-145.121527192721,-148.317866009106,-139.721365447556,-153.491018541859,-146.293213455419,-149.880114359369,0.98840281871717,0.999464768612519,0.995701440112851,0.99847954095377
"1126",1126,3.32e-06,8,39937,3.43232258088607e-06,3.31490474976471e-06,3.21103284782415e-06,3.254282827474e-06,-138.159117097292,-151.538208104029,-145.121527192721,-148.317866009106,-139.721365447556,-153.491018541859,-146.293213455419,-149.880114359369,0.98840281871717,0.999464768612519,0.995701440112851,0.99847954095377
"1127",1127,3.7e-06,16,39937,3.68152687456614e-06,3.70033968335784e-06,3.7767528320229e-06,3.7313972223997e-06,-138.159117097292,-151.538208104029,-145.121527192721,-148.317866009106,-139.721365447556,-153.491018541859,-146.293213455419,-149.880114359369,0.98840281871717,0.999464768612519,0.995701440112851,0.99847954095377
"1128",1128,6.42e-07,1,39938,7.52360530020803e-07,6.56906783325167e-07,6.77774682292294e-07,6.49542170897122e-07,-140.026064221033,-155.311461985602,-157.13368821934,-166.22990300211,-141.588312571297,-157.264272423431,-158.305374482037,-167.792151352374,0.986759620471764,0.9995826409254,0.999354837840875,0.999929876446363
"1129",1129,1.14e-06,2,39938,1.07083111859712e-06,1.11204978394865e-06,1.13960983876225e-06,1.13263067209987e-06,-140.026064221033,-155.311461985602,-157.13368821934,-166.22990300211,-141.588312571297,-157.264272423431,-158.305374482037,-167.792151352374,0.986759620471764,0.9995826409254,0.999354837840875,0.999929876446363
"1130",1130,1.75e-06,4,39938,1.6296318781886e-06,1.76630429113923e-06,1.72851385687086e-06,1.74675094047783e-06,-140.026064221033,-155.311461985602,-157.13368821934,-166.22990300211,-141.588312571297,-157.264272423431,-158.305374482037,-167.792151352374,0.986759620471764,0.9995826409254,0.999354837840875,0.999929876446363
"1131",1131,2.34e-06,8,39938,2.43467172712692e-06,2.33650622380536e-06,2.3307260827337e-06,2.34876713039208e-06,-140.026064221033,-155.311461985602,-157.13368821934,-166.22990300211,-141.588312571297,-157.264272423431,-158.305374482037,-167.792151352374,0.986759620471764,0.9995826409254,0.999354837840875,0.999929876446363
"1132",1132,2.81e-06,16,39938,2.79450474402497e-06,2.81023291836111e-06,2.82238368656803e-06,2.80591260209231e-06,-140.026064221033,-155.311461985602,-157.13368821934,-166.22990300211,-141.588312571297,-157.264272423431,-158.305374482037,-167.792151352374,0.986759620471764,0.9995826409254,0.999354837840875,0.999929876446363
"1133",1133,0.000316173,173.6689,39939,0.000744803244220673,0.000685246705752949,0.0024633171958886,0.00060240937301626,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1134",1134,0.000408913,194.7111,39939,0.000766369729080333,0.000710660281421729,0.00246331716974563,0.00064170861509545,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1135",1135,0.001007818,261.2824,39939,0.000834551827413412,0.000790535257862168,0.00246331711477096,0.000756135074207807,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1136",1136,0.000644442,270.7115,39939,0.000844203196201653,0.000801784636191842,0.00246331710917042,0.000771370217250347,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1137",1137,0.001350004,290.2046,39939,0.000864151171505043,0.000824990933817966,0.00246331709874613,0.000802239685651791,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1138",1138,0.001171859,290.655,39939,0.000864612007932319,0.00082552633631725,0.0024633170985218,0.000802943490351397,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1139",1139,0.000922829,367.8801,39939,0.000943577280127262,0.000916801140169589,0.00246331706817933,0.000918247486940797,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1140",1140,0.0007521,427.8862,39939,0.00100486793820377,0.000987013563125997,0.00246331705216395,0.00100184121537748,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1141",1141,0.001072847,444.0967,39939,0.00102141531513068,0.00100587625984072,0.00246331704857996,0.0010236990570872,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1142",1142,0.000930559,491.2649,39939,0.00106953919365282,0.00106051068158069,0.00246331703949689,0.00108579321060007,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1143",1143,0.001080348,520.6735,39939,0.00109952515497329,0.00109438707635221,0.00246331703466665,0.00112348614119873,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1144",1144,0.002934631,835.1354,39939,0.00141927293711029,0.00144799036303336,0.00246331700428424,0.00149221521573971,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1145",1145,0.000255897,961.0553,39939,0.00154685420546617,0.00158537881038695,0.00246331699769303,0.00162781312255003,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1146",1146,0.001289374,1005.2515,39939,0.00159157179834443,0.00163306123664817,0.00246331699577109,0.00167427028273078,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1147",1147,0.001524902,1081.2519,39939,0.00166839379644023,0.00171442076021693,0.00246331699283351,0.00175297758406727,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1148",1148,0.001361591,1200.8136,39939,0.00178905605239467,0.00184083353886574,0.0024633169889648,0.00187417055777666,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1149",1149,0.003777441,1233.0051,39939,0.00182150376643252,0.00187454908122819,0.00246331698805136,0.00190631966920542,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1150",1150,0.001369281,1315.6879,39939,0.00190476666604795,0.00196054199247399,0.00246331698591008,0.0019880712230453,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1151",1151,0.000963649,1427.3515,39939,0.0020170355298467,0.00207533697664394,0.00246331698341201,0.00209681014129448,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1152",1152,0.004314339,1733.7757,39939,0.00232406890380671,0.00238299624555591,0.00246331697820995,0.00238756276951102,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1153",1153,0.002184754,1951.9245,39939,0.00254171189843321,0.00259607185915484,0.0024633169755018,0.00258960069998268,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1154",1154,0.00137272,2017.8068,39939,0.00260728781535363,0.00265954275675716,0.00246331697479904,0.00265002751375789,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1155",1155,0.003875226,2283.8218,39939,0.00287134088335005,0.00291208615341226,0.00246331697237388,0.00289196545071309,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1156",1156,0.002058511,2365.0096,39939,0.00295169847879575,0.00298806908362832,0.00246331697174238,0.00296529766780126,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1157",1157,0.00256603,2687.131,39939,0.00326945938124483,0.00328524115183273,0.0024633169696129,0.00325482730164407,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1158",1158,0.006053424,3261.2947,39939,0.00383162585800454,0.00380219063891899,0.00246331696686036,0.00376931098497105,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1159",1159,0.003469598,3850.8045,39939,0.00440318588531477,0.00432464915380637,0.00246331696488828,0.00430169614938438,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1160",1160,0.002230202,3956.0649,39939,0.00450464085247758,0.00441784172221345,0.00246331696459799,0.00439765085784713,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1161",1161,0.006570279,4034.4564,39939,0.00458008010486002,0.00448732183959616,0.00246331696439164,0.00446933429532396,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1162",1162,0.005766459,5776.9137,39939,0.00623086831381115,0.00610048802409599,0.00246331696125072,0.0061328389637809,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1163",1163,0.00841636,7038.3008,39939,0.00739478800659917,0.00744987836105311,0.00246331695994737,0.0074571104816876,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1164",1164,0.006813587,7152.9903,39939,0.00749931976489451,0.00758432455175925,0.00246331695985166,0.00758400124821006,-340.542466747142,-338.630530197125,-296.852915299473,-340.621366706404,-334.679523135943,-331.301850683127,-292.455707591074,-334.758423095205,0.760163646243122,0.760822764409437,-3.51813589372085e-08,0.760754264027706
"1165",1165,2.19e-05,44,39940,6.11658651364548e-05,4.71408825308043e-05,NA,NA,-1389.25226689803,-1402.64595411506,NA,NA,-1379.72416035934,-1390.73582094169,NA,NA,0.915684165780767,0.930442858895311,NA,NA
"1166",1166,2.86e-05,44,39940,6.11658651364548e-05,4.71408825308043e-05,NA,NA,-1389.25226689803,-1402.64595411506,NA,NA,-1379.72416035934,-1390.73582094169,NA,NA,0.915684165780767,0.930442858895311,NA,NA
