,N_TraitValue,ResDensity,ID
869,6313.598782,3579100.0,39911
870,4891.876994,4893200.0,39911
871,2516.217,8161200.0,39911
872,2032.6515809999999,5546800.0,39911
873,3382.7386130000004,6828500.0,39911
874,5729.424137,8492800.0,39911
875,4602.995358,9662500.0,39911
876,3960.131999,9998900.0,39911
877,3280.64984,11818000.0,39911
878,4506.70148,14270000.0,39911
879,3931.2808240000004,15247000.0,39911
880,7801.407020999999,11565000.0,39911
881,9164.440093000001,10878000.0,39911
882,8905.519292,9333100.0,39911
883,14566.14447,12919000.0,39911
884,8129.250073,15029000.0,39911
885,8417.638526,18107000.0,39911
886,6658.579925,18964000.0,39911
887,4594.241368999999,27272000.0,39911
888,8954.83754,32408000.0,39911
889,11143.82797,35084000.0,39911
890,11067.754570000001,19615000.0,39911
891,5407.745865999999,41108000.0,39911
892,0.0009883889999999999,2.3115,39912
893,0.001990333,4.0045,39912
894,0.0028253329999999998,5.4153,39912
895,0.0033597220000000003,6.3562,39912
896,0.0083255,15.6303,39912
897,0.01563,30.4242,39912
898,0.019139111,40.6777,39912
899,0.020939889,60.428999999999995,39912
900,4.98e-05,7300.0,39913
901,0.000219907,31000.0,39913
902,0.000388889,65000.0,39913
903,0.000461806,120000.0,39913
904,0.808333333,1024.1355,39914
905,4.1508333330000005,3404.6343,39914
906,4.693888889,5316.3935,39914
907,5.623888889,10030.0961,39914
908,5.6961111110000004,83582.156,39914
909,6.193333332999999,98538.2696,39914
910,5.538333333,506990.0,39914
911,9.010833332999999,481580.0,39914
912,8.006666667000001,518600.0,39914
913,7.1680555560000005,1258600.0,39914
914,4.285,1348900.0,39914
915,0.007479744,10.751,39915
916,0.030470649,19.3122,39915
917,0.036674654,55.7099,39915
918,0.036879232000000005,290.1577,39915
919,0.053496033,333.4391,39915
920,0.05983106,409.3532,39915
921,0.043342980999999996,412.1736,39915
922,0.046919651,521.5945,39915
923,0.060784992,561.5045,39915
924,0.044140606,601.8574,39915
925,0.044565852999999996,632.8211,39915
926,0.046287527,1066.1928,39915
927,0.083555228,296.9487,39916
928,0.10432105800000001,333.3094,39916
929,0.133070033,411.7151,39916
930,0.182196369,574.313,39916
931,0.268468579,1262.0223,39916
932,0.28151101,5613.7231,39916
933,0.291344552,7016.3194,39916
934,0.00040181900000000004,4.0,39917
935,0.000733958,6.0,39917
936,0.000901625,8.0,39917
937,0.001589875,16.0,39917
938,0.002398597,32.0,39917
939,0.014896666999999999,6.087999999999999,39918
940,0.017521667,12.2492,39918
941,0.019158333,24.2334,39918
942,0.025341667000000002,44.0794,39918
943,0.030955,88.3858,39918
944,0.039268332999999996,175.5596,39918
945,0.049446667,262.7645,39918
946,0.05747000000000001,350.7675,39918
947,0.056756667000000004,437.7909,39918
948,0.001093139,4.0,39919
949,0.003111944,12.0,39919
950,0.005001278,20.0,39919
951,0.0075626669999999995,30.0,39919
952,0.012036443999999999,50.0,39919
953,0.001149083,4.0,39920
954,0.0031492779999999997,12.0,39920
955,0.0053349719999999995,20.0,39920
956,0.0073402219999999995,30.0,39920
957,0.012295611000000001,50.0,39920
958,0.000957333,4.0,39921
959,0.00304825,12.0,39921
960,0.005288083000000001,20.0,39921
961,0.0061266390000000006,30.0,39921
962,0.006297667,50.0,39921
963,0.000983333,4.0,39922
964,0.002634167,12.0,39922
965,0.002873778,20.0,39922
966,0.004164417,30.0,39922
967,0.004470861,50.0,39922
968,0.000952194,4.0,39923
969,0.002103222,12.0,39923
970,0.002445278,20.0,39923
971,0.002594472,30.0,39923
972,0.002659028,50.0,39923
973,3.7000000000000006e-06,0.33,39924
974,5.21e-06,0.5,39924
975,8.68e-06,1.0,39924
976,1.1900000000000001e-05,2.0,39924
977,1.3500000000000001e-05,3.0,39924
978,1.4599999999999999e-05,50.0,39924
979,0.13724441699999998,217.5062,39925
980,0.27384311100000003,302.2398,39925
981,0.465376225,344.4451,39925
982,0.30442503600000004,363.0981,39925
983,0.27973512,370.9637,39925
984,0.498037481,393.8216,39925
985,0.29831207600000004,431.9306,39925
986,0.33504806800000003,435.4188,39925
987,0.266553462,437.95,39925
988,0.315993242,439.4123,39925
989,0.5389578270000001,582.5883,39925
990,0.561563273,584.2939,39925
991,0.38932135,805.5601,39925
992,0.39073954299999997,807.4577,39925
993,0.370266524,809.5537,39925
994,0.508749291,827.4035,39925
995,0.688861499,835.3235,39925
996,0.589301961,840.0468,39925
997,0.578706622,840.1428,39925
998,0.568822091,840.2325,39925
999,0.60978697,841.7717,39925
1000,0.578915583,899.3658,39925
1001,0.686319714,915.5868,39925
1002,0.598765145,920.2013,39925
1003,0.668684794,921.4781,39925
1004,0.651031033,921.6381,39925
1005,0.632669889,921.8045,39925
1006,0.625606329,921.8685,39925
1007,0.610776964,922.0029,39925
1008,0.579100564,950.9472,39925
1009,0.674665868,1015.0374,39925
1010,0.9532380020000001,1306.7267,39925
1011,0.574052962,1321.6261,39925
1012,1.045674032,1884.7646,39925
1013,1.171687663,1971.5046,39925
1014,1.077370986,3061.3332,39925
1015,3.3600000000000004e-05,1.0,39926
1016,4.51e-05,2.0,39926
1017,6.25e-05,4.0,39926
1018,8.1e-05,6.0,39926
1019,0.000105324,12.0,39926
1020,3.47e-06,1.0,39927
1021,4.63e-06,2.0,39927
1022,2.78e-05,4.0,39927
1023,3.47e-05,6.0,39927
1024,4.6299999999999994e-05,12.0,39927
1025,5.3200000000000006e-05,1.0,39928
1026,6.829999999999999e-05,2.0,39928
1027,7.290000000000001e-05,4.0,39928
1028,8.22e-05,6.0,39928
1029,0.000105324,12.0,39928
1030,2.3100000000000002e-05,1.0,39929
1031,2.8899999999999998e-05,2.0,39929
1032,3.24e-05,4.0,39929
1033,5.56e-05,6.0,39929
1034,7.290000000000001e-05,12.0,39929
1035,3.1e-05,2.0,39931
1036,4.7e-05,4.0,39931
1037,7.47e-05,9.0,39931
1038,0.000120233,16.0,39931
1039,0.000121347,25.0,39931
1040,0.000163209,36.0,39931
1041,0.30017641100000003,0.0278,39932
1042,0.358921371,0.0432,39932
1043,0.32091733899999997,0.044000000000000004,39932
1044,0.383921371,0.0505,39932
1045,0.473084677,0.0624,39932
1046,0.447051411,0.0687,39932
1047,0.260408266,0.0871,39932
1048,0.316885081,0.0873,39932
1049,0.371194556,0.0901,39932
1050,0.314768145,0.0963,39932
1051,0.4625,0.10300000000000001,39932
1052,0.27575604800000003,0.1078,39932
1053,0.505015121,0.1247,39932
1054,0.404435484,0.1848,39932
1055,0.425075605,0.1867,39932
1056,0.461038306,0.2021,39932
1057,0.41547379,0.2092,39932
1058,0.437197581,0.21100000000000002,39932
1059,0.49458165299999995,0.3401,39932
1060,0.504611895,0.3761,39932
1061,0.5686995970000001,0.3808,39932
1062,0.7364667340000001,0.4569,39932
1063,0.551537298,0.5628,39932
1064,0.49463205600000004,0.6564,39932
1065,0.59780746,0.6594,39932
1066,0.653225806,0.6658,39932
1067,0.470917339,0.6816,39932
1068,0.6643649189999999,0.7037,39932
1069,0.52436996,0.8683,39932
1070,0.549596774,0.9053,39932
1071,0.4671875,0.9203,39932
1072,0.60219254,0.9703,39932
1073,0.7290322579999999,1.0968,39932
1074,0.000756308,0.366,39933
1075,0.000575986,0.4577,39933
1076,0.0007296589999999999,0.4889,39933
1077,0.000782975,0.4889,39933
1078,0.000891165,0.4976,39933
1079,0.00105586,0.5562,39933
1080,0.001241039,1.4656,39933
1081,0.00113914,1.6206,39933
1082,0.001059176,1.771,39933
1083,0.001286631,2.1615,39933
1084,0.001043584,2.3215,39933
1085,0.001048333,2.6582,39933
1086,0.0011675989999999999,3.2856,39933
1087,0.001060986,3.377,39933
1088,0.0012648919999999999,3.5447,39933
1089,0.00109095,4.3822,39933
1090,0.001387384,4.6999,39933
1091,58.14722222,0.7096,39934
1092,156.19722219999997,1.4935,39934
1093,179.23611110000002,2.6218,39934
1094,271.49444439999996,4.0385,39934
1095,369.55555560000005,4.7521,39934
1096,488.6388888999999,8.9158,39934
1097,509.75,9.9735,39934
1098,769.2777778,12.8145,39934
1099,1055.527778,20.8654,39934
1100,884.3055555999999,23.8034,39934
1101,926.0555555999999,41.0477,39934
1102,887.4166667000002,46.1103,39934
1103,1264.222222,49.8779,39934
1104,927.3055555999999,62.2284,39934
1105,1048.416667,63.2259,39934
1106,1148.194444,70.132,39934
1107,853.9444444000001,70.6651,39934
1108,1247.777778,83.0193,39934
1109,1.15e-05,1.0,39935
1110,1.51e-05,2.0,39935
1111,3.84e-05,4.0,39935
1112,5.41e-05,6.0,39935
1113,9.27e-05,10.0,39935
1114,0.00010763899999999999,20.0,39935
1115,0.000126721,30.0,39935
1116,5.65e-05,6.0,39936
1117,7.780000000000001e-05,14.0,39936
1118,0.000177935,20.0,39936
1119,0.000357212,50.0,39936
1120,0.000231339,80.0,39936
1121,0.000297775,120.0,39936
1122,9.84e-07,1.0,39937
1123,1.66e-06,2.0,39937
1124,2.49e-06,4.0,39937
1125,3.32e-06,8.0,39937
1126,3.7000000000000006e-06,16.0,39937
1127,6.420000000000001e-07,1.0,39938
1128,1.14e-06,2.0,39938
1129,1.75e-06,4.0,39938
1130,2.34e-06,8.0,39938
1131,2.81e-06,16.0,39938
1132,0.000316173,173.6689,39939
1133,0.000408913,194.7111,39939
1134,0.001007818,261.2824,39939
1135,0.000644442,270.7115,39939
1136,0.001350004,290.2046,39939
1137,0.001171859,290.655,39939
1138,0.0009228289999999999,367.8801,39939
1139,0.0007521,427.8862,39939
1140,0.001072847,444.0967,39939
1141,0.000930559,491.2649,39939
1142,0.001080348,520.6735,39939
1143,0.0029346309999999996,835.1354,39939
1144,0.000255897,961.0553,39939
1145,0.001289374,1005.2515,39939
1146,0.001524902,1081.2519,39939
1147,0.001361591,1200.8136,39939
1148,0.003777441,1233.0051,39939
1149,0.001369281,1315.6879,39939
1150,0.0009636489999999999,1427.3515,39939
1151,0.004314339,1733.7757,39939
1152,0.002184754,1951.9245,39939
1153,0.00137272,2017.8068,39939
1154,0.003875226,2283.8218,39939
1155,0.002058511,2365.0096,39939
1156,0.00256603,2687.131,39939
1157,0.006053424,3261.2947,39939
1158,0.003469598,3850.8045,39939
1159,0.002230202,3956.0649,39939
1160,0.006570279,4034.4564,39939
1161,0.005766459,5776.9137,39939
1162,0.00841636,7038.3008,39939
1163,0.006813586999999999,7152.9903,39939
1164,2.1899999999999997e-05,44.0,39940
1165,2.8600000000000004e-05,44.0,39940
1166,2.94e-05,44.0,39940
1167,2.6899999999999997e-05,44.0,39940
1168,2.1899999999999997e-05,44.0,39940
1169,2.44e-05,44.0,39940
1170,2.61e-05,44.0,39940
1171,2.8600000000000004e-05,44.0,39940
1172,2.36e-05,44.0,39940
1173,2.5300000000000002e-05,44.0,39940
1174,3.86e-05,84.0,39940
1175,4.03e-05,84.0,39940
1176,4.36e-05,84.0,39940
1177,4.61e-05,84.0,39940
1178,4.7799999999999996e-05,84.0,39940
1179,4.95e-05,84.0,39940
1180,5.28e-05,84.0,39940
1181,5.36e-05,84.0,39940
1182,4.8599999999999995e-05,84.0,39940
1183,4.45e-05,84.0,39940
1184,8.120000000000001e-05,145.0,39940
1185,8.62e-05,145.0,39940
1186,9.120000000000001e-05,145.0,39940
1187,9.449999999999999e-05,145.0,39940
1188,9.790000000000001e-05,145.0,39940
1189,0.000101229,145.0,39940
1190,0.000103736,145.0,39940
1191,0.00010791,145.0,39940
1192,0.000100396,145.0,39940
1193,9.54e-05,145.0,39940
1194,0.00014629200000000001,290.0,39940
1195,0.000151302,290.0,39940
1196,0.000154646,290.0,39940
1197,0.00015798600000000002,290.0,39940
1198,0.00016299999999999998,290.0,39940
1199,0.00016467,290.0,39940
1200,0.000170517,290.0,39940
1201,0.00017386099999999998,290.0,39940
1202,0.00017302099999999998,290.0,39940
1203,0.000174694,290.0,39940
1204,0.000170448,591.0,39940
1205,0.000172955,591.0,39940
1206,0.000177965,591.0,39940
1207,0.000189663,591.0,39940
1208,0.00020052400000000002,591.0,39940
1209,0.000210549,591.0,39940
1210,0.000238118,591.0,39940
1211,0.000231434,591.0,39940
1212,0.00024313200000000002,591.0,39940
1213,0.000231438,591.0,39940
1214,0.00017863900000000002,1131.0,39940
1215,0.000227094,1131.0,39940
1216,0.000259677,1131.0,39940
1217,0.000306458,1131.0,39940
1218,0.00035909,1131.0,39940
1219,0.00035658699999999995,1131.0,39940
1220,0.000307292,1131.0,39940
1221,0.000260514,1131.0,39940
1222,0.000229604,1131.0,39940
1223,0.000265524,1131.0,39940
1224,0.000446569,2172.0,39940
1225,0.00043153099999999997,2172.0,39940
1226,0.00038141,2172.0,39940
1227,0.000337965,2172.0,39940
1228,0.000327941,2172.0,39940
1229,0.000333788,2172.0,39940
1230,0.00033796900000000003,2172.0,39940
1231,0.00038475,2172.0,39940
1232,0.000340472,2172.0,39940
1233,0.000378906,2172.0,39940
1234,0.00031574,3716.0,39940
1235,0.000377556,3716.0,39940
1236,0.00038842,3716.0,39940
1237,0.00039761099999999997,3716.0,39940
1238,0.000495351,3716.0,39940
1239,0.000404292,3716.0,39940
1240,0.000390924,3716.0,39940
1241,0.000373375,3716.0,39940
1242,0.000396774,3716.0,39940
1243,0.00036837199999999995,3716.0,39940
1244,0.003467611,1.3927,39941
1245,0.005410333000000001,1.4019,39941
1246,0.0059885830000000004,5.3214,39941
1247,0.00808075,5.3314,39941
1248,0.008797889,11.3687,39941
1249,0.011188917,11.38,39941
1250,0.014865333,23.3595,39941
1251,0.009336583,23.2273,39941
1252,0.022179638999999998,55.0457,39941
1253,0.002709583,1.063,39942
1254,0.00471625,1.0668,39942
1255,0.007687222,1.7072,39942
1256,0.007309166999999999,3.875,39942
1257,0.010430667,3.8809,39942
1258,0.018960333,9.7151,39942
1259,0.015317972,9.9199,39942
1260,0.025430361000000002,8.3524,39942
1261,0.023605638999999998,22.1536,39942
1262,0.026281167,22.1586,39942
1263,0.04336125,51.8632,39942
1264,0.046781277999999996,51.4466,39942
1265,0.044212944000000004,90.3698,39942
1266,0.05038394400000001,89.5882,39942
1267,0.018574417,3.0708,39942
1268,0.02090075,3.428,39942
1269,0.042964833,7.0612,39942
1270,0.047011332999999995,6.7164,39942
1271,0.045413944000000005,15.3907,39942
1272,0.06873488900000001,41.0747,39942
1273,0.071194167,63.5962,39942
1274,0.082143417,64.1111,39942
1275,0.012829472,1.3347,39943
1276,0.017283472,1.2844,39943
1277,0.050721111,2.8975,39943
1278,0.056511610999999996,2.8481,39943
1279,0.089788917,8.2814,39943
1280,0.061066167000000005,8.9529,39943
1281,0.077275361,19.4691,39943
1282,0.113166667,21.296,39943
1283,0.16307349999999998,49.3433,39943
1284,0.196289278,51.0093,39943
1285,0.269930083,141.1517,39943
1286,0.287097861,142.1708,39943
1287,0.043216194000000006,1.3913,39944
1288,0.057608861,3.4505,39944
1289,0.062453583,1.507,39944
1290,0.07279011099999999,2.7751,39944
1291,0.08482200000000001,1.6247,39944
1292,0.139533722,5.3365,39944
1293,0.269969417,12.5088,39944
1294,0.314232444,12.0599,39944
1295,0.35270927799999996,12.3442,39944
1296,0.39886263899999996,26.0443,39944
1297,0.440407306,24.6997,39944
1298,0.49189625,26.043000000000003,39944
1299,0.495954944,49.9759,39944
1300,0.46955277799999995,49.6457,39944
1301,0.480824639,51.9661,39944
1302,0.44881777799999995,57.0501,39944
1303,0.387968417,56.5431,39944
1304,0.377292667,58.0625,39944
1305,0.466808361,71.1554,39944
1306,0.512840167,70.1815,39944
1307,0.5360685000000001,69.4054,39944
1308,0.51811225,90.8016,39944
1309,0.583814472,89.5756,39944
1310,0.615600389,90.3294,39944
1311,1.11e-05,5.0,39945
1312,3.11e-05,10.0,39945
1313,7.670000000000001e-05,20.0,39945
1314,7.120000000000001e-05,30.0,39945
1315,6.790000000000001e-05,60.0,39945
1316,3.81e-05,5.0,39946
1317,8.62e-05,10.0,39946
1318,0.000155829,20.0,39946
1319,0.000230888,30.0,39946
1320,0.00025115900000000004,60.0,39946
1321,5.9e-05,1800.0,39947
1322,4.59e-05,970.0,39947
1323,3.28e-05,550.0,39947
1324,3.28e-06,70.0,39947
1325,1.31e-05,170.0,39947
1326,3.4899999999999995e-05,960.0,39947
1327,1.09e-05,310.0,39947
1328,9.83e-06,40.0,39947
1329,5.13e-05,1980.0,39947
1330,4.04e-05,1710.0,39947
1331,8.74e-06,200.0,39947
1332,0.077195033,0.11,39948
1333,0.23313936100000002,0.22,39948
1334,0.24298302300000002,0.43,39948
1335,0.296346033,0.63,39948
1336,0.170968865,0.92,39948
1337,0.166306078,0.11,39949
1338,0.218114825,0.22,39949
1339,0.218114825,0.43,39949
1340,0.24453728600000002,0.63,39949
1341,0.228476574,0.92,39949
1342,0.07978547,0.11,39950
1343,0.174595477,0.22,39950
1344,0.184957227,0.43,39950
1345,0.201017938,0.63,39950
1346,0.09688235699999999,0.92,39950
1347,3.7875e-05,2.0,39951
1348,7.32e-05,4.0,39951
1349,0.000128785,8.0,39951
1350,0.000223472,16.0,39951
1351,0.000306713,32.0,39951
1352,0.00029287,64.0,39951
1353,2e-05,2.0,39952
1354,1.59e-05,4.0,39952
1355,1.6e-05,8.0,39952
1356,1.0800000000000002e-05,16.0,39952
1357,1.9e-05,32.0,39952
1358,0.00029287,64.0,39952
1359,3.43e-05,2.0,39953
1360,4.0600000000000004e-05,4.0,39953
1361,9.03e-05,8.0,39953
1362,0.00010497700000000001,16.0,39953
1363,0.000126789,32.0,39953
1364,9.09e-06,2.0,39954
1365,2.56e-06,4.0,39954
1366,2.99e-05,8.0,39954
1367,7.85e-05,16.0,39954
1368,0.000119794,32.0,39954
1369,0.00020511599999999998,64.0,39954
1370,0.000110764,10.0,39955
1371,0.00019513900000000002,20.0,39955
1372,0.000285995,30.0,39955
1373,0.00030092599999999997,40.0,39955
1374,0.000423264,50.0,39955
1375,0.000454745,60.0,39955
1376,0.000441435,70.0,39955
1377,6.78e-05,10.0,39956
1378,0.00010081,20.0,39956
1379,0.000204977,30.0,39956
1380,0.000261227,40.0,39956
1381,0.000292708,50.0,39956
1382,0.000375347,60.0,39956
1383,0.000277778,70.0,39956
1384,5.13e-05,10.0,39957
1385,0.000135532,20.0,39957
1386,0.000234838,30.0,39957
1387,0.000224884,40.0,39957
1388,0.000299306,50.0,39957
1389,0.00041666699999999996,60.0,39957
1390,0.00034884300000000005,70.0,39957
1391,9.590000000000001e-05,10.0,39958
1392,0.00019838,20.0,39958
1393,0.00026620400000000003,30.0,39958
1394,0.000353819,40.0,39958
1395,0.000454745,50.0,39958
1396,0.0004894680000000001,60.0,39958
1397,0.00045798599999999996,70.0,39958
1398,5.79e-05,10.0,39959
1399,0.000135532,20.0,39959
1400,0.00019675900000000002,30.0,39959
1401,0.000233102,40.0,39959
1402,0.000272801,50.0,39959
1403,0.00043819400000000004,60.0,39959
1404,0.000396875,70.0,39959
1405,2.56e-06,1.0,39960
1406,1.1400000000000001e-05,2.0,39960
1407,2.11e-05,4.0,39960
1408,4.16e-05,8.0,39960
1409,8.05e-05,16.0,39960
1410,7.2e-05,24.0,39960
1411,1.47e-06,2.0,39961
1412,2.23e-06,4.0,39961
1413,7.65e-06,6.0,39961
1414,1.3000000000000001e-05,8.0,39961
1415,1.6e-05,16.0,39961
1416,1.77e-05,32.0,39961
1417,0.0017953329999999999,59.0463,39962
1418,0.003023333,170.4354,39962
1419,0.004136222,173.7403,39962
1420,0.007778333,399.8733,39962
1421,0.008979333,681.5106,39962
1422,0.001995889,59.184,39962
1423,0.0013653329999999998,21.5356,39963
1424,0.005884333,122.4567,39963
1425,0.008024444,98.0847,39963
1426,0.005776666999999999,187.0464,39963
1427,0.007555,219.5434,39963
1428,0.008099555999999999,236.2685,39963
1429,0.008229667,409.9654,39963
1430,0.007923221999999999,515.0219999999999,39963
1431,0.008708,781.5398,39963
1432,0.007439889,876.0182,39963
1433,0.002339444,44.3897,39964
1434,0.002981444,114.5257,39964
1435,0.0055727780000000005,418.9238,39964
1436,0.013076889,535.5387,39964
1437,0.012566778,1230.1463,39964
1438,0.010289666999999999,50.4261,39965
1439,0.073537333,14.9148,39965
1440,0.056394778,80.2557,39965
1441,0.072098333,264.9148,39965
1442,0.18205344399999998,73.1534,39965
1443,0.24281288899999998,490.767,39965
1444,0.290267222,473.7216,39965
1445,0.256131889,682.5284,39965
1446,0.290776778,989.3466,39965
1447,0.138836333,20.9172,39966
1448,0.152177,36.9255,39966
1449,0.215580889,38.323,39966
1450,0.318069667,53.4391,39966
1451,0.247978111,80.4656,39966
1452,0.254176222,79.1737,39966
1453,0.35230433299999997,241.3365,39966
1454,0.23354499999999997,355.8618,39966
1455,0.324418222,736.4362,39966
1456,0.29046144399999996,965.6877,39966
1457,0.051986667,20.8256,39967
1458,0.10766122199999999,117.7324,39967
1459,0.123364222,442.8544,39967
1460,0.150963556,702.4647,39967
1461,0.045561332999999996,27.8479,39968
1462,0.100448333,19.4007,39968
1463,0.31126766699999997,61.4974,39968
1464,0.323041111,245.9284,39968
1465,0.7379026670000001,718.3798,39968
1466,0.054216999999999994,2.6258,39969
1467,0.168804222,10.7744,39969
1468,0.362941667,22.4903,39969
1469,0.637265556,365.9043,39969
1470,0.714526,787.0645,39969
1471,0.122906333,101.8171,39970
1472,0.19179055600000003,99.6239,39970
1473,0.308799222,230.2608,39970
1474,0.350318444,525.0029,39970
1475,0.50979,774.3341,39970
1476,0.195131778,39.021,39971
1477,0.808009,87.0363,39971
1478,0.948480889,126.5838,39971
1479,1.095003556,407.7706,39971
1480,1.5281552219999999,874.2156,39971
1481,0.073738111,0.8444,39972
1482,0.306450667,2.6954,39972
1483,0.33623866700000005,11.2027,39972
1484,0.42009155600000003,0.0945,39972
1485,0.514806222,3.0915,39972
1486,1.148013556,12.7462,39972
1487,1.204917778,42.4319,39972
1488,1.2617267779999999,36.9061,39972
1489,1.459521667,134.4653,39972
1490,1.7896967780000002,154.8114,39972
1491,1.998658333,379.1524,39972
1492,2.090899556,468.0602,39972
1493,1.5442663330000002,452.9363,39972
1494,1.379335,500.51,39972
1495,6.957944365,0.05,39973
1496,15.80621553,0.1,39973
1497,41.66599884,0.2,39973
1498,53.82981962,0.5,39973
1499,50.74719109,1.0,39973
1500,48.94480424,1.5,39973
1501,195.1782574,11025000.0,39974
1502,454.6498801,12023000.0,39974
1503,623.6290967,16989000.0,39974
1504,1342.494005,21740000.0,39974
1505,1296.898481,26875000.0,39974
1506,1239.720224,38055000.0,39974
1507,7.211510791,1226900.0,39975
1508,340.0175859,4876800.0,39975
1509,684.2765787000001,10261000.0,39975
1510,855.6115107999999,15667000.0,39975
1511,751.8145484,19979000.0,39975
1512,856.8984812000001,38169000.0,39975
1513,3.338402078,1228400.0,39976
1514,328.4967226,1611800.0,39976
1515,2377.686251,5023200.0,39976
1516,2484.8852920000004,8721900.0,39976
1517,2620.983613,17104000.0,39976
1518,2127.596323,27242000.0,39976
1519,2396.911271,38274000.0,39976
1520,0.04460444400000001,2.0,39977
1521,0.076647222,5.0,39977
1522,0.141362778,8.0,39977
1523,0.192426667,10.0,39977
1524,0.26781055600000003,15.0,39977
1525,0.322403889,20.0,39977
1526,0.36452166700000005,25.0,39977
1527,0.11399777800000001,2.0,39978
1528,0.20910277800000002,5.0,39978
1529,0.34218222200000004,8.0,39978
1530,0.566415556,10.0,39978
1531,0.6083222220000001,15.0,39978
1532,0.61538,20.0,39978
1533,0.6278005560000001,25.0,39978
1534,0.054276110999999995,2.0,39979
1535,0.09429777800000001,5.0,39979
1536,0.149765,8.0,39979
1537,0.199221111,10.0,39979
1538,0.224536111,15.0,39979
1539,0.231437778,20.0,39979
1540,0.10108666699999999,2.0,39980
1541,0.189364444,5.0,39980
1542,0.380526111,8.0,39980
1543,0.557342222,10.0,39980
1544,0.572308333,15.0,39980
1545,0.589928889,20.0,39980
1546,2.8499999999999998e-05,10.0,39981
1547,3.48e-05,20.0,39981
1548,3.4899999999999995e-05,30.0,39981
1549,4.98e-05,40.0,39981
1550,4.59e-05,50.0,39981
1551,4.9e-05,60.0,39981
1552,0.004250556,25.6513,39982
1553,0.004906417,51.1261,39982
1554,0.013936472,103.6368,39982
1555,0.013313193999999999,357.0664,39982
1556,0.021776,304.7364,39982
1557,0.022524193999999997,624.6364,39982
1558,0.027292611,659.722,39982
1559,0.023274193999999998,1126.5904,39982
1560,0.024824528,1197.0154,39982
1561,1.16e-06,2.34,39983
1562,1.16e-06,0.31,39983
1563,8.1e-07,0.08,39983
1564,6.94e-07,0.07,39983
1565,1.04e-06,1.19,39983
1566,1.16e-06,0.19,39983
1567,1.27e-06,0.21,39983
1568,9.259999999999999e-07,0.5,39983
1569,1.16e-06,0.06,39983
1570,1.27e-06,0.41,39983
1571,3.47e-07,0.24,39983
1572,5.3200000000000006e-05,5.0,39984
1573,0.000103009,10.0,39984
1574,0.000158565,20.0,39984
1575,0.000248843,30.0,39984
1576,0.00036805599999999996,40.0,39984
1577,0.000471065,80.0,39984
1578,5.79e-05,5.0,39985
1579,0.00011226899999999999,10.0,39985
1580,0.00019213,20.0,39985
1581,0.00034375,40.0,39985
1582,1.04e-05,1.0,39986
1583,1.62e-05,2.0,39986
1584,1.85e-05,4.0,39986
1585,2.55e-05,8.0,39986
1586,0.0006504719999999999,2335.8002,39987
1587,0.0013435,2233.8441,39987
1588,0.004202528,2214.0853,39987
1589,0.010358139,3145.8237,39987
1590,0.010700194,2557.6734,39987
1591,0.012770888999999999,3855.1777,39987
1592,0.008052306,3701.095,39987
1593,0.0057625,3521.2789,39987
1594,0.010631306,4241.2772,39987
1595,0.010294916999999999,5395.4916,39987
1596,0.015065583,5727.2063,39987
1597,0.008011611,7057.5544,39987
1598,0.01477575,8218.7431,39987
1599,0.017376111,8927.1727,39987
1600,0.020901333,9286.2833,39987
1601,0.011192971999999999,23009.9372,39987
1602,0.014766472,24412.2288,39987
1603,0.010846639,31465.3139,39987
1604,0.001400861,1455.2881,39988
1605,0.007738722,2210.0223,39988
1606,0.013340361,3016.0763,39988
1607,0.020021667,3996.1519,39988
1608,0.025515332999999998,4218.6021,39988
1609,0.021268194,5285.7784,39988
1610,0.029074556,6205.9664,39988
1611,0.033789917,6548.4815,39988
1612,0.036276361,7904.6217,39988
1613,0.033884528,8659.353000000001,39988
1614,0.030207444,8951.3033,39988
1615,0.037465278,19839.5148,39988
1616,0.09228858300000001,26605.1211,39988
1617,0.043728667,32141.3264,39988
1618,0.049162889,38993.6714,39988
1619,0.03219975,52964.9058,39988
1620,0.032990028,59750.4061,39988
1621,0.089558278,41836.3988,39988
1622,0.10062472199999999,47674.5548,39988
1623,0.121027556,49116.8312,39988
1624,0.115699472,54595.89599999999,39988
1625,1.15e-05,2.0,39989
1626,3.11e-05,4.0,39989
1627,2.34e-05,8.0,39989
1628,3.13e-05,12.0,39989
1629,4.71e-05,16.0,39989
1630,4.68e-05,24.0,39989
1631,6.04e-05,32.0,39989
1632,7.390000000000001e-05,40.0,39989
1633,5.26e-06,2.0,39990
1634,2.71e-05,4.0,39990
1635,2.44e-05,8.0,39990
1636,3.04e-05,12.0,39990
1637,2.6300000000000002e-05,16.0,39990
1638,3.6e-05,24.0,39990
1639,3.5799999999999996e-05,32.0,39990
1640,6.34e-05,40.0,39990
1641,1.9399999999999997e-05,2.0,39991
1642,2.52e-05,4.0,39991
1643,3.48e-05,8.0,39991
1644,3.09e-05,12.0,39991
1645,4.0600000000000004e-05,16.0,39991
1646,3.87e-05,24.0,39991
1647,4.05e-05,32.0,39991
1648,4.05e-05,40.0,39991
1649,0.5136654589999999,1.776,39992
1650,1.963333333,2.9223,39992
1651,1.084124396,3.2359,39992
1652,1.46343599,3.3952,39992
1653,2.2736896140000002,5.1844,39992
1654,2.651165459,7.7292,39992
1655,3.462107488,8.7265,39992
1656,2.9461473430000003,11.2455,39992
